NAME,Population,FIPS
"Uinta County, Wyoming",20609,56041
"Washakie County, Wyoming",8129,56043
"Weston County, Wyoming",7100,56045
"Adjuntas Municipio, Puerto Rico",18181,72001
"Aguada Municipio, Puerto Rico",38643,72003
"Aguadilla Municipio, Puerto Rico",54166,72005
"Aguas Buenas Municipio, Puerto Rico",26275,72007
"Aibonito Municipio, Puerto Rico",23457,72009
"A�asco Municipio, Puerto Rico",27368,72011
"Arecibo Municipio, Puerto Rico",87242,72013
"Arroyo Municipio, Puerto Rico",18111,72015
"Barceloneta Municipio, Puerto Rico",24299,72017
"Barranquitas Municipio, Puerto Rico",28755,72019
"Bayam�n Municipio, Puerto Rico",182955,72021
"Cabo Rojo Municipio, Puerto Rico",49005,72023
"Caguas Municipio, Puerto Rico",131363,72025
"Camuy Municipio, Puerto Rico",32222,72027
"Can�vanas Municipio, Puerto Rico",46108,72029
"Carolina Municipio, Puerto Rico",157453,72031
"Cata�o Municipio, Puerto Rico",24888,72033
"Cayey Municipio, Puerto Rico",44530,72035
"Ceiba Municipio, Puerto Rico",11853,72037
"Ciales Municipio, Puerto Rico",16912,72039
"Cidra Municipio, Puerto Rico",40343,72041
"Coamo Municipio, Puerto Rico",39265,72043
"Comer�o Municipio, Puerto Rico",19539,72045
"Corozal Municipio, Puerto Rico",34165,72047
"Dorado Municipio, Puerto Rico",37208,72051
"Fajardo Municipio, Puerto Rico",32001,72053
"Florida Municipio, Puerto Rico",11910,72054
"Gu�nica Municipio, Puerto Rico",16783,72055
"Guayama Municipio, Puerto Rico",41706,72057
"Guayanilla Municipio, Puerto Rico",19008,72059
"Guaynabo Municipio, Puerto Rico",88663,72061
"Gurabo Municipio, Puerto Rico",46894,72063
"Hatillo Municipio, Puerto Rico",40390,72065
"Hormigueros Municipio, Puerto Rico",16180,72067
"Humacao Municipio, Puerto Rico",53466,72069
"Isabela Municipio, Puerto Rico",42420,72071
"Jayuya Municipio, Puerto Rico",14906,72073
"Juana D�az Municipio, Puerto Rico",46960,72075
"Juncos Municipio, Puerto Rico",39128,72077
"Lajas Municipio, Puerto Rico",23315,72079
"Lares Municipio, Puerto Rico",26451,72081
"Las Mar�as Municipio, Puerto Rico",8599,72083
"Las Piedras Municipio, Puerto Rico",37768,72085
"Lo�za Municipio, Puerto Rico",26463,72087
"Luquillo Municipio, Puerto Rico",18547,72089
"Manat� Municipio, Puerto Rico",39692,72091
"Maunabo Municipio, Puerto Rico",11023,72095
"Mayag�ez Municipio, Puerto Rico",77255,72097
"Moca Municipio, Puerto Rico",36872,72099
"Morovis Municipio, Puerto Rico",31320,72101
"Naguabo Municipio, Puerto Rico",26266,72103
"Naranjito Municipio, Puerto Rico",28557,72105
"Orocovis Municipio, Puerto Rico",21407,72107
"Patillas Municipio, Puerto Rico",17334,72109
"Pe�uelas Municipio, Puerto Rico",20984,72111
"Ponce Municipio, Puerto Rico",143926,72113
"Quebradillas Municipio, Puerto Rico",24036,72115
"Rinc�n Municipio, Puerto Rico",14269,72117
"R�o Grande Municipio, Puerto Rico",50550,72119
"Sabana Grande Municipio, Puerto Rico",23054,72121
"Salinas Municipio, Puerto Rico",28633,72123
"San Germ�n Municipio, Puerto Rico",32114,72125
"San Juan Municipio, Puerto Rico",344606,72127
"San Lorenzo Municipio, Puerto Rico",37873,72129
"San Sebasti�n Municipio, Puerto Rico",37964,72131
"Santa Isabel Municipio, Puerto Rico",22066,72133
"Toa Alta Municipio, Puerto Rico",73405,72135
"Toa Baja Municipio, Puerto Rico",79726,72137
"Trujillo Alto Municipio, Puerto Rico",67780,72139
"Utuado Municipio, Puerto Rico",29402,72141
"Vega Alta Municipio, Puerto Rico",37724,72143
"Vega Baja Municipio, Puerto Rico",53371,72145
"Vieques Municipio, Puerto Rico",8771,72147
"Villalba Municipio, Puerto Rico",22993,72149
"Yabucoa Municipio, Puerto Rico",34149,72151
"Yauco Municipio, Puerto Rico",36439,72153
"Daniels County, Montana",1753,30019
"Prairie County, Montana",1342,30079
"King County, Texas",228,48269
"Wibaux County, Montana",1175,30109
"Issaquena County, Mississippi",1328,28055
"Taliaferro County, Georgia",1665,13265
"Borden County, Texas",665,48033
"Keya Paha County, Nebraska",792,31103
"Skagway Municipality, Alaska",1061,02230
"Golden Valley County, North Dakota",1882,38033
"Briscoe County, Texas",1546,48045
"Hayes County, Nebraska",943,31085
"Billings County, North Dakota",946,38007
"McCone County, Montana",1630,30055
"Garza County, Texas",6288,48169
"Irion County, Texas",1524,48235
"Barber County, Kansas",4733,20007
"Musselshell County, Montana",4807,30065
"Blaine County, Nebraska",480,31009
"Kenedy County, Texas",595,48261
"Quitman County, Georgia",2276,13239
"Rush County, Kansas",3102,20165
"Denali Borough, Alaska",2232,02068
"Fallon County, Montana",2838,30025
"Sierra County, California",2930,06091
"Daggett County, Utah",612,49009
"Eureka County, Nevada",1830,32011
"Loup County, Nebraska",585,31115
"Brown County, Nebraska",2988,31017
"Potter County, South Dakota",2326,46107
"Esmeralda County, Nevada",981,32009
"Hinsdale County, Colorado",878,08053
"Jackson County, Colorado",1296,08057
"Meagher County, Montana",1968,30059
"Cheyenne County, Colorado",2039,08017
"San Juan County, Colorado",544,08111
"Valley County, Nebraska",4224,31175
"Yakutat City and Borough, Alaska",689,02282
"McPherson County, Nebraska",454,31117
"Treasure County, Montana",777,30103
"Piute County, Utah",1904,49031
"Hodgeman County, Kansas",1842,20083
"Harding County, South Dakota",1311,46063
"Roberts County, Texas",885,48393
"Wallace County, Kansas",1575,20199
"Terrell County, Texas",862,48443
"Glasscock County, Texas",1430,48173
"Greeley County, Kansas",1200,20071
"Golden Valley County, Montana",724,30037
"Kiowa County, Colorado",1449,08061
"Maricao Municipio, Puerto Rico",6202,72093
"Dolores County, Colorado",1841,08033
"Sheridan County, North Dakota",1405,38083
"Banner County, Nebraska",696,31007
"Sioux County, Nebraska",1266,31165
"Maui County, Hawaii",165281,15009
"Arthur County, Nebraska",418,31005
"Camas County, Idaho",886,16025
"Sterling County, Texas",1141,48431
"Sully County, South Dakota",1331,46119
"Lane County, Kansas",1642,20101
"Boyd County, Nebraska",2042,31015
"Gove County, Kansas",2619,20063
"Kent County, Texas",749,48263
"Loving County, Texas",102,48301
"Stonewall County, Texas",1385,48433
"Sheridan County, Montana",3574,30091
"Frontier County, Nebraska",2609,31063
"Hooker County, Nebraska",691,31091
"Campbell County, South Dakota",1435,46021
"Foard County, Texas",1408,48155
"Haakon County, South Dakota",2082,46055
"Grant County, Nebraska",718,31075
"Bristol Bay Borough, Alaska",890,02060
"Chase County, Nebraska",3734,31029
"Mineral County, Colorado",823,08079
"Culebra Municipio, Puerto Rico",1314,72049
"Lake and Peninsula Borough, Alaska",1375,02164
"Harding County, New Mexico",459,35021
"Deuel County, Nebraska",1894,31049
"De Baca County, New Mexico",2060,35011
"Liberty County, Montana",2280,30051
"Perkins County, South Dakota",2907,46105
"McMullen County, Texas",662,48311
"Comanche County, Kansas",1780,20033
"Dundy County, Nebraska",2023,31057
"Wheeler County, Nebraska",822,31183
"Garden County, Nebraska",1860,31069
"Hyde County, South Dakota",1331,46069
"Garfield County, Nebraska",1975,31071
"Powder River County, Montana",1619,30075
"Kalawao County, Hawaii",75,15005
"Cottle County, Texas",1623,48101
"Wheeler County, Oregon",1426,41069
"Petroleum County, Montana",432,30069
"McPherson County, South Dakota",2364,46089
"Motley County, Texas",1156,48345
"Armstrong County, Texas",1916,48011
"Hand County, South Dakota",3301,46059
"Rock County, Nebraska",1350,31149
"Crockett County, Texas",3633,48105
"Gilliam County, Oregon",1907,41021
"Carter County, Montana",1318,30011
"Throckmorton County, Texas",1567,48447
"Jones County, South Dakota",735,46075
"Alpine County, California",1146,06003
"Slope County, North Dakota",704,38087
"Edwards County, Texas",2055,48137
"Sharkey County, Mississippi",4511,28125
"Clark County, Idaho",1077,16033
"Sherman County, Oregon",1605,41055
"La Salle County, Texas",7409,48283
"Logan County, Nebraska",886,31113
"Thomas County, Nebraska",645,31171
"Garfield County, Montana",1141,30033
"Oliver County, North Dakota",1837,38065
